"67","B02248","HYBRID LIMO EXPRESS INC.",,"335 BOND STREET","BROOKLYN","11231","718-643-6053","TLC-licensed base (FHV, Commuter Van, or Para)"
"68","B02254","FINESSE LIMOUSINE, INC.",,"78 HENRY STREET","BROOKLYN","11201","718-593-8777","TLC-licensed base (FHV, Commuter Van, or Para)"
"69","B02256","MLS LIMO INC.",,"2308 CONEY ISLAND AVENUE","BROOKLYN","11223","347-492-4168","TLC-licensed base (FHV, Commuter Van, or Para)"
"70","B02261","OXYGEN TRANSPORTATION LLC",,"23-08 JACKSON AVENUE 3FL","LIC","11101","718-707-0169","TLC-licensed base (FHV, Commuter Van, or Para)"
"71","B02271","GREWAL LIMOUSINES, INC.","BLACKBIRD LIMOUSINES","40-29 27 STREET","LIC","11101","718-688-9697","TLC-licensed base (FHV, Commuter Van, or Para)"
"72","B02302","FCLS CORP.",,"2436 38 STREET","ASTORIA","11103","718-930-2616","TLC-licensed base (FHV, Commuter Van, or Para)"
"73","B02307","WORLDWIDE CHAUFFEURS INC.","VALUE CAR & LIMO","522 WEST   37 STREET","NEW YORK","10018","212-629-8833","TLC-licensed base (FHV, Commuter Van, or Para)"
"74","B02314","VELOCITY LIMO, INC.",,"43-22 VAN DAM STREET","LIC","11101","718-937-6677","TLC-licensed base (FHV, Commuter Van, or Para)"
"75","B02334","GROUND TRAVEL SERVICES II, LTD.","GTS","64-32 SHALER AVENUE","RIDGEWOOD","11385","718-366-6856","TLC-licensed base (FHV, Commuter Van, or Para)"
"76","B02345","WESTCHESTER ACQUISITION CORP.","FLYTE LINE TRANSPORTATION","79 FRANKLIN TURNPIKE","MAHWAH","7430","800-872-5460","TLC-licensed base (FHV, Commuter Van, or Para)"
"77","B02350","OZOCAR TRANSPORTATION OF NEW YORK, LLC",,"1440 39 STREET","BROOKLYN","11218","718-361-8670","TLC-licensed base (FHV, Commuter Van, or Para)"
