"20","B90097","CITYWIDE MOBILE RESPONSE CORP",,"1624 STILLWELL AVENUE","BRONX","10461","718-597-6100","TLC-licensed base (FHV, Commuter Van, or Para)"
"21","B90098","HAPPY CARE AMBLT INC",,"1174 COMMERCE AVENUE SUITE 101","BRONX","10462","718-823-5523","TLC-licensed base (FHV, Commuter Van, or Para)"
"22","B90099","ONE WORLD AMBULETTE INC",,"79-10 35 AVENUE","JACKSON HEIGHTS","11372","718-446-7102","TLC-licensed base (FHV, Commuter Van, or Para)"
"23","B90105","MIDWOOD AMBLNC&OXYGEN SVCE INC",,"2593 WEST   13 STREET","BROOKLYN","11223","718-645-1000","TLC-licensed base (FHV, Commuter Van, or Para)"
"24","B90110","MAELEEN AMBULT TRANSP INC",,"6357 LAFAYETTE AVENUE LL","BRONX","10474","718-860-3000","TLC-licensed base (FHV, Commuter Van, or Para)"
"25","B90113","UNITED AMBULETTE INC",,"35-10 STARR AVENUE","LIC","11101","718-388-2400","TLC-licensed base (FHV, Commuter Van, or Para)"
"26","B90115","GIRLIE'S AMBLT SVC INC",,"753 VAN SINDEREN AVENUE","BROOKLYN","11207","718-495-9288","TLC-licensed base (FHV, Commuter Van, or Para)"
"27","B90118","EMA'S AMBULETTE INC",,"141-24 JEWEL AVENUE","FLUSHING","11367","718-520-9000","TLC-licensed base (FHV, Commuter Van, or Para)"
"28","B90122","SINAI I INC","SINAI VAN SERVICE","1224 BRUNSWICK AVENUE","FAR ROCKAWAY","11691","718-868-0099","TLC-licensed base (FHV, Commuter Van, or Para)"
"29","B90125","HEART AMBULETTE CORP",,"1820 MCDONALD AVENUE","BROOKLYN","11223","718-376-2800","TLC-licensed base (FHV, Commuter Van, or Para)"
"30","B90137","ALLIED CENTRAL AMBULETTE",,"474 MARCUS GARVEY BOULEVARD","BROOKLYN","11216","718-493-3000","TLC-licensed base (FHV, Commuter Van, or Para)"
"31","B90139","APPLE HOME CARE,LTD.","MEDI TRANS","10002 FARRAGUT ROAD","BROOKLYN","11236","718-372-1717","TLC-licensed base (FHV, Commuter Van, or Para)"
"32","B90140","VEGA TRANSPORTATION CO INC",,"23-57 83 STREET 2 FL.","FLUSHING","11370","718-507-0500","TLC-licensed base (FHV, Commuter Van, or Para)"
"33","B90145","HORIZON TRANSPORTATION SERVICES, INC.",,"671 FOUNTAIN AVENUE","BROOKLYN","11208","718-387-7070","TLC-licensed base (FHV, Commuter Van, or Para)"
"34","B90149","HUNTER AMBULETTE AMBUL INC",,"28 SHERIDAN BOULEVARD","INWOOD","11696","516-371-2622","TLC-licensed base (FHV, Commuter Van, or Para)"
"35","B90154","PARK AMBULANCE SVC INC.","AMERICAN MEDICAL RESPONSE","930 FLUSHING AVENUE","BROOKLYN","11206","718-628-5757","TLC-licensed base (FHV, Commuter Van, or Para)"
"36","B90155","ASTRO AMBLT CORP",,"1255 EAST   37 STREET","BROOKLYN","11210","718-258-2020","TLC-licensed base (FHV, Commuter Van, or Para)"
"37","B90162","NORTH SHORE AMBU & OXY SVC INC",,"110-18 CORONA AVENUE","CORONA","11368","718-458-9300","TLC-licensed base (FHV, Commuter Van, or Para)"
"38","B90166","D&L AMBULETTE INC",,"454 RIVERDALE AVENUE","YONKERS","10705","914-423-5010","TLC-licensed base (FHV, Commuter Van, or Para)"
"39","B90179","GENERAL AMBULETTE SVC INC",,"1563 BOONE AVENUE","BRONX","10460","718-933-5373","TLC-licensed base (FHV, Commuter Van, or Para)"
"40","B90183","BROWN BUNCH TRANSP SVC INC",,"2 HAMILTON AVENUE 208","NEW ROCHELLE","10801","914-235-3600","TLC-licensed base (FHV, Commuter Van, or Para)"
"41","B90204","BASIT N TARIQ AMBLT SVC LTD",,"35-10 STARR AVENUE","LIC","11101","718-706-6888","TLC-licensed base (FHV, Commuter Van, or Para)"
"42","B90205","SPRING AMBULT INC",,"1582 EAST   34 STREET","BROOKLYN","11234","718-951-0095","TLC-licensed base (FHV, Commuter Van, or Para)"
"43","B90230","ADAM TRANSPORTATION SVC INC.","AMERICAN MEDICAL RESPONSE","930 FLUSHING AVENUE","BROOKLYN","11206","718-628-5757","TLC-licensed base (FHV, Commuter Van, or Para)"
"44","B90238","GARAGE AMBLT SVC INC",,"678 EAST   80 STREET","BROOKLYN","11236","718-531-5893","TLC-licensed base (FHV, Commuter Van, or Para)"
"45","B90243","LEGAL AMBLT SVC INC",,"757 MCDONALD AVENUE","BROOKLYN","11218","718-859-3100","TLC-licensed base (FHV, Commuter Van, or Para)"
"46","B90253","FIVE BORO MEDICAL TRANSP INC",,"1231 AVENUE U","BROOKLYN","11229","718-382-4949","TLC-licensed base (FHV, Commuter Van, or Para)"
"47","B90269","ACTION AMBULETTE, INC.",,"828 MCLEAN AVENUE","YONKERS","10704","914-968-3200","TLC-licensed base (FHV, Commuter Van, or Para)"
"48","B90275","EVE CONSOLIDATED BUS ENT INC",,"4718 AVENUE N","BROOKLYN","11234","718-252-9797","TLC-licensed base (FHV, Commuter Van, or Para)"
"49","B90288","MAJOR AMBULETTE CORP",,"2201 AVENUE X","BROOKLYN","11235","718-265-3333","TLC-licensed base (FHV, Commuter Van, or Para)"
"50","B90297","PROMPT TRANSIT SERVICE INC",,"20 BROOKDALE PLACE UPSTAIRS","MT. VERNON","10550","914-664-6658","TLC-licensed base (FHV, Commuter Van, or Para)"
"51","B90301","FAST HELP AMBLT SVC INC",,"1474 EAST   31 STREET M#6","BROOKLYN","11234","718-692-0700","TLC-licensed base (FHV, Commuter Van, or Para)"
"52","B90303","GRAND AMBULETTE SVC INC",,"58-77 55 STREET","MASPETH","11378","718-381-5444","TLC-licensed base (FHV, Commuter Van, or Para)"
"53","B90310","AMBULETTE STAR TRANS INC",,"1901 EMMONS AVENUE SUITE 208","BROOKLYN","11235","718-332-0320","TLC-licensed base (FHV, Commuter Van, or Para)"
"54","B90314","ASSOCIATED AMBULANCE SVC INC","AMERICAN MEDICAL RESPONSE","930 FLUSHING AVENUE","BROOKLYN","11206","718-628-5757","TLC-licensed base (FHV, Commuter Van, or Para)"
"55","B90316","FRIENDSHIP AMBLT INC",,"1015 EAST  172 STREET","BRONX","10460","718-589-7004","TLC-licensed base (FHV, Commuter Van, or Para)"
"56","B90323","FIRST RESPONSE INCORPORATION",,"77-32 82ND STREET","GLENDALE","11385","718-366-4267","TLC-licensed base (FHV, Commuter Van, or Para)"
"57","B90333","SHIVA AMBLT SVC INC",,"5582 BROADWAY","BRONX","10463","718-549-0391","TLC-licensed base (FHV, Commuter Van, or Para)"
"58","B90334","TAMAR TRANSP CORP",,"601 BRIGHTON BEACH AVENUE","BROOKLYN","11235","718-997-1111","TLC-licensed base (FHV, Commuter Van, or Para)"
"59","B90335","CHRISTIAN AMBULETTE INC",,"343 HIMROD STREET","BROOKLYN","11237","718-417-4565","TLC-licensed base (FHV, Commuter Van, or Para)"
"60","B90336","TRI-COUNTY AMBLT SVCE INC",,"846 MIDLAND AVENUE","YONKERS","10704","914-965-7647","TLC-licensed base (FHV, Commuter Van, or Para)"
"61","B90342","RAINBOW AMBLT SVC INC",,"327 SOUNDVIEW AVENUE","BRONX","10473","718-842-2000","TLC-licensed base (FHV, Commuter Van, or Para)"
"62","B90345","FLUSHING MEDICAL AMBLT INC",,"23-57 83 STREET","JACKSON HEIGHTS","11370","718-699-4617","TLC-licensed base (FHV, Commuter Van, or Para)"
"63","B90348","CITICOACH INC","TRIPWAY SERVICES","551 GRAND STREET 5","NEW YORK","10002","212-777-1277","TLC-licensed base (FHV, Commuter Van, or Para)"
"64","B90349","TWINS AMBLT SVC INC",,"2610 EAST   18 STREET","BROOKLYN","11235","718-743-2000","TLC-licensed base (FHV, Commuter Van, or Para)"
"65","B90354","SIGMA TRANSPORTATION INC",,"244 HEMPSTEAD TURNPIKE","WEST HEMSTEAD","11552","516-739-5700","TLC-licensed base (FHV, Commuter Van, or Para)"
"66","B90357","OCEAN AMBLT SVC INC",,"3072 BRIGHTON    1 STREET RM 6","BROOKLYN","11235","718-946-1000","TLC-licensed base (FHV, Commuter Van, or Para)"
"67","B90363","EXCLUSIVE AMBLT SVC INC",,"913 957 EAST 108 STREET","BROOKLYN","11236","718-327-5500","TLC-licensed base (FHV, Commuter Van, or Para)"
"68","B90368","WINDSOR LEASING CORP","RITE-WAY PRIVATE CAR SERVICE","1598 BRONXDALE AVENUE","BRONX","10462","718-892-4444","TLC-licensed base (FHV, Commuter Van, or Para)"
"69","B90369","UNIVERSAL AMBLT SVC INC",,"91-01 120 STREET","RICHMOND HILL","11418","718-850-4989","TLC-licensed base (FHV, Commuter Van, or Para)"
"70","B90373","PRO-MED AMBLT SVC INC.",,"2100 BARTOW AVENUE SUITE 227","BRONX","10475","718-320-2200","TLC-licensed base (FHV, Commuter Van, or Para)"
"71","B90395","VOLGA TRANSP CORP",,"2407 AVENUE X","BROOKLYN","11235","718-743-7979","TLC-licensed base (FHV, Commuter Van, or Para)"
"72","B90401","TRANSCARE NEW YORK INC.","UNIMET AMBULETTE","25 14TH STREET","BROOKLYN","11215","718-251-2900","TLC-licensed base (FHV, Commuter Van, or Para)"
"73","B90413","LEFRA TRANSP INC",,"2910 AVENUE D","BROOKLYN","11226","718-940-3990","TLC-licensed base (FHV, Commuter Van, or Para)"
"74","B90414","ABEL AMBULETTE & MEDICAL TRANSPORTATION SVC CORP.","PERFECT CHOICE AMBULETTE","6610 BAY PARKWAY SUITE 1A","BROOKLYN","11204","347-462-1700","TLC-licensed base (FHV, Commuter Van, or Para)"
"75","B90419","D & J SERVICES INC",,"1200 ZEREGA AVENUE","BRONX","10461","718-828-9800","TLC-licensed base (FHV, Commuter Van, or Para)"
"76","B90455","RELIANCE AMBULETTE INC",,"162-19 DEPOT ROAD","FLUSHING","11358","718-961-6655","TLC-licensed base (FHV, Commuter Van, or Para)"
"77","B90461","A-1 AMBULETTE INC","SENIOR RIDE TRANSPORTATION","855 BRUSH AVENUE","BRONX","10465","718-444-2883","TLC-licensed base (FHV, Commuter Van, or Para)"
"78","B90463","PROFESSIONAL TRANSPORTATION CORP.",,"44 SEA CLIFF AVENUE BOX 9","GLEN COVE","11542","516-355-0303","TLC-licensed base (FHV, Commuter Van, or Para)"
"79","B90469","MERCY CARE TRANS INC",,"2232 VICTORY BOULEVARD","STATEN ISLAND","10314","718-266-3355","TLC-licensed base (FHV, Commuter Van, or Para)"
"80","B90471","CROSS TOWN TRANSP. INC.",,"7 HIGHLAWN AVENUE","BROOKLYN","11223","718-232-4103","TLC-licensed base (FHV, Commuter Van, or Para)"
"81","B90477","AMBU-CARE INC.",,"615 81 STREET","BROOKLYN","11209","718-745-3411","TLC-licensed base (FHV, Commuter Van, or Para)"
"82","B90487","UPWARD MOBILITY LIMO INC",,"18-65 STEINWAY STREET","ASTORIA","11105","718-777-3330","TLC-licensed base (FHV, Commuter Van, or Para)"
"83","B90496","ASCONA AMBLT SVC INC",,"1260 AVENUE Y","BROOKLYN","11235","718-646-1611","TLC-licensed base (FHV, Commuter Van, or Para)"
"84","B90497","COMFORT AMBULETTE SVCE INC",,"333 PEARL STREET 6D","NEW YORK","10038","212-619-8194","TLC-licensed base (FHV, Commuter Van, or Para)"
"85","B90506","WINDSOR LEASING CORP","RITE-WAY PVT. CAR SVCE","962 BARBERRY ROAD","YORKTOWN","10598","914-965-5551","TLC-licensed base (FHV, Commuter Van, or Para)"
"86","B90513","DEPENDABLE AMBULETTE INC.",,"2 HORTON AVENUE","VALLEY STREAM","11581","516-596-0830","TLC-licensed base (FHV, Commuter Van, or Para)"
"87","B90522","UNIVERSAL CARRIER INC.","GOLDEN AGE AMBULETTE","1805 GRAVESEND NECK ROAD","BROOKLYN","11229","718-646-4444","TLC-licensed base (FHV, Commuter Van, or Para)"
"88","B90523","STARLIGHT AMBULETTE",,"3055 WEBSTER AVENUE","BRONX","10465","718-518-8056","TLC-licensed base (FHV, Commuter Van, or Para)"
"89","B90530","MEDICAL EXPRESS AMBULANCE CORP.","MEDICAL EXPRESS","1028 FREEMAN STREET","BRONX","10459","631-588-7100","TLC-licensed base (FHV, Commuter Van, or Para)"
"90","B90531","GALAXY TRANSPORTATION INC.",,"154 AMSTERDAM AVENUE","HAWTHORNE","10532","914-447-5216","TLC-licensed base (FHV, Commuter Van, or Para)"
"91","B90533","ALL AROUND TRANS, INC.",,"345 AVENUE X 2ND FL","BROOKLYN","11223","718-332-6033","TLC-licensed base (FHV, Commuter Van, or Para)"
"92","B90536","D-J AMBULETTE SERVICE,INC.","CITICARE","1200 ZEREGA AVENUE","BRONX","10461","718-829-9700","TLC-licensed base (FHV, Commuter Van, or Para)"
"93","B90537","ALMAZ TRANSPORTATION INC.",,"2313 AVENUE X","BROOKLYN","11235","718-769-5600","TLC-licensed base (FHV, Commuter Van, or Para)"
"94","B90540","APPLE TRANSPORTATION OF N.Y. INC.",,"3-01 27 AVENUE","LONGISLANDCITY","11102","917-682-4950","TLC-licensed base (FHV, Commuter Van, or Para)"
"95","B90542","KLAV-TRANSIT LLC",,"162-15 HIGHLAND AVENUE APT 6C","JAMAICA","11432","718-739-0341","TLC-licensed base (FHV, Commuter Van, or Para)"
"96","B90544","SAFA AMBULETTE LLC",,"2651 CROPSEY AVENUE 1 FL.","BROOKLYN","11214","347-312-7160","TLC-licensed base (FHV, Commuter Van, or Para)"
"97","B90545","M.J. TRANS CORP.",,"1788 STILLWELL AVENUE","BROOKLYN","11223","718-333-0400","TLC-licensed base (FHV, Commuter Van, or Para)"
"98","B90548","NINA'S TRANSPORTATION_SERVICE INC.",,"2379 EAST    1 STREET","BROOKLYN","11223","718-376-9747","TLC-licensed base (FHV, Commuter Van, or Para)"
"99","B90552","TYMPF CO., INC.",,"354 KINGS HIGHWAY SECOND FLOOR","BROOKLYN","11223","718-946-0606","TLC-licensed base (FHV, Commuter Van, or Para)"
"100","B90553","NXK CORP.","AMBU-TRANS AMBULETTE","8 EAST PROSPECT AVENUE STE C","MOUNT VERNON","10550","914-699-0785","TLC-licensed base (FHV, Commuter Van, or Para)"
"101","B90554","GALAXY TRANSPORTATION INC.",,"1865 MAYFLOWER AVENUE","BRONX","10461","646-772-4972","TLC-licensed base (FHV, Commuter Van, or Para)"
"102","B90556","JEWISH HOME LIFECARE TRANSP. SVCS LLC","JEWISH HOME LIFECARE","151 WEST  105 STREET","NEW YORK","10025","718-410-1241","TLC-licensed base (FHV, Commuter Van, or Para)"
"103","B90558","ORIENT EXPRESS  TRANSIT INC.",,"3099 EMMONS AVENUE","BROOKLYN","11235","718-769-6600","TLC-licensed base (FHV, Commuter Van, or Para)"
"104","B90562","STATEWIDE AMBULETTE SERVICE INC",,"557 N MACQUESTEN PARKWAY 1FL","MT. VERNON","10552","914-668-8750","TLC-licensed base (FHV, Commuter Van, or Para)"
"105","B90563","REM TRANSPORTATION INC",,"2404 EAST   23 STREET","BROOKLYN","11235","718-891-5800","TLC-licensed base (FHV, Commuter Van, or Para)"
"106","B90568","AMG TRANSPORTATION INC.",,"375 SUNRISE HIGHWAY SUITE #8","LYNBROOK","11563","631-666-7700","TLC-licensed base (FHV, Commuter Van, or Para)"
"107","B90570","BANNER INTERNATIONAL CORP.",,"226-12 144 AVENUE","LAURELTON","11413","718-525-3497","TLC-licensed base (FHV, Commuter Van, or Para)"
"108","B90571","MAJESTIC TRANSPORTATION INC",,"164 BRIGHTON 11 STREET","BROOKLYN","11235","718-616-1300","TLC-licensed base (FHV, Commuter Van, or Para)"
"109","B90574","J.P. AMBULETTE CORP",,"19-58 81 STREET 1ST FL","EAST ELMHURST","11370","718-274-7402","TLC-licensed base (FHV, Commuter Van, or Para)"
"110","B90577","VITAL TRANSIT, INC.",,"113-50 SPRINGFIELD BOULEVARD","QUEENS VILLAGE","11429","718-464-6071","TLC-licensed base (FHV, Commuter Van, or Para)"
"111","B90579","BLACK SEA TRANSPORTATION INC",,"1754 HYLAND BLVD","STATEN ISLAND","10305","718-605-1200","TLC-licensed base (FHV, Commuter Van, or Para)"
"112","B90581","ACT AMBULETTE INC","ALL COUNTY TRANSPORTATION","9 GRANITE AVENUE","STATEN ISLAND","10303","718-556-5566","TLC-licensed base (FHV, Commuter Van, or Para)"
"113","B90582","DEDICATED TRANSPORTATION, INC.",,"98-12 211 STREET","QUEENS VILLAGE","11429","718-558-8900","TLC-licensed base (FHV, Commuter Van, or Para)"
"114","B90583","WESTCHESTER AMBULETTE SERVICE INC",,"58 PALISADE AVENUE","YONKERS","10701","914-403-0923","TLC-licensed base (FHV, Commuter Van, or Para)"
"115","B90584","SABE AMBULETTE SERVICE INC","MOBILITY TRANSPORTATION","701 HILDA STREET","NORTH BELLMORE","11710","718-712-5300","TLC-licensed base (FHV, Commuter Van, or Para)"
"116","B90587","V O PARTNERS INC.","EXPRESS AMBULETTE SERVICE","371 NEPTUNE AVENUE","BROOKLYN","11235","718-332-6001","TLC-licensed base (FHV, Commuter Van, or Para)"
"117","B90588","APPROVED TRANSPORTATION SERVICES INC",,"925 SHEPHERD AVENUE","BROOKLYN","11208","718-927-1500","TLC-licensed base (FHV, Commuter Van, or Para)"
"118","B90594","STARRETT AMBULETTE INC.",,"919 EAST  107 STREET","BROOKLYN","11236","718-272-3682","TLC-licensed base (FHV, Commuter Van, or Para)"
"119","B90596","ORION  TRANSPORTATION INC",,"179-05 UNION TURNPIKE","FRESH MEADOWS","11366","718-441-2344","TLC-licensed base (FHV, Commuter Van, or Para)"
"120","B90601","SAFE AMBULETTE CORP",,"4-6 HIGHLAWN AVENUE","BROOKLYN","11223","718-714-7171","TLC-licensed base (FHV, Commuter Van, or Para)"
"121","B90602","S.M. TRANSPORTATION LTD.",,"150-35 HILLSIDE AVENUE","JAMAICA","11435","718-658-0742","TLC-licensed base (FHV, Commuter Van, or Para)"
"122","B90603","LIFE TRANSMED INC",,"2667 CONEY ISLAND AVENUE 2ND FL","BROOKLYN","11223","718-934-6111","TLC-licensed base (FHV, Commuter Van, or Para)"
"123","B90604","MARINA AMBULETTE SERVICES, INC.",,"3034 CONEY ISLAND AVENUE","BROOKLYN","11235","718-934-8844","TLC-licensed base (FHV, Commuter Van, or Para)"
"124","B90605","ALLMEDICAL SERVICE, INC.","ALLMEDICAL TRANSPORTATION","2899 OCEAN AVENUE","BROOKLYN","11235","718-772-7205","TLC-licensed base (FHV, Commuter Van, or Para)"
"125","B90606","ALL-POINTS AMBULETTE INC.",,"2 HORTON AVENUE","VALLEY STREAM","11581","516-374-3838","TLC-licensed base (FHV, Commuter Van, or Para)"
"126","B90609","ELBRUS TRANSPORTATION CORP",,"4214 GLENWOOD ROAD","BROOKLYN","11210","718-499-8800","TLC-licensed base (FHV, Commuter Van, or Para)"
"127","B90610","BARUKH MEDICAL TRANSPORTATION, INC.",,"62-69 99 STREET SUITE A1","REGO PARK","11374","718-699-3333","TLC-licensed base (FHV, Commuter Van, or Para)"
"128","B90612","ESTHER TRANSPORATION, INC.",,"302 SLATER BOULEVARD","STATEN ISLAND","10305","718-987-1555","TLC-licensed base (FHV, Commuter Van, or Para)"
"129","B90613","LAUREN AMBULETTE TRANSPORTATION INC",,"144-24 226 STREET","SPRINGFIELD GDN","11413","718-978-4391","TLC-licensed base (FHV, Commuter Van, or Para)"
"130","B90615","ADAMO TRANSPORTATION INC",,"800 EAST   91 STREET","BROOKLYN","11236","718-345-2800","TLC-licensed base (FHV, Commuter Van, or Para)"
"131","B90616","JORA MGT. CORP.",,"1598 BRONXDALE","BRONX","10462","718-892-7625","TLC-licensed base (FHV, Commuter Van, or Para)"
"132","B90617","EXCLUSIVE AMBULETTE SERVICE INC",,"440 BEACH   21 STREET SEE PF10 FOR MAILING ADDRESS","FAR ROCKAWAY","11691","718-327-5500","TLC-licensed base (FHV, Commuter Van, or Para)"
"133","B90619","COURTESY TRANSPORTATION SERVICES INC",,"1020 EAST   48 STREET 2ND FL","BROOKLYN","11203","718-693-1999","TLC-licensed base (FHV, Commuter Van, or Para)"
"134","B90620","WHEELS OF FORTUNE TRANSPORTATON INC",,"136 HIGHLAWN AVENUE","BROOKLYN","11223","718-265-2700","TLC-licensed base (FHV, Commuter Van, or Para)"
"135","B90622","G & L AMBULETTE CO. INC.","SUNNY TRANSPORTATION","778 ROCKAWAY PARKWAY","BROOKLYN","11236","718-495-7300","TLC-licensed base (FHV, Commuter Van, or Para)"
"136","B90623","MEDSTAR AMBULETTE INC",,"1838 BATH AVENUE","BROOKLYN","11214","718-234-1566","TLC-licensed base (FHV, Commuter Van, or Para)"
"137","B90624","ANABELLA TRANSPORTATION LLC",,"120 STEVENS AVENUE","MT. VERNON","10550","914-663-1006","TLC-licensed base (FHV, Commuter Van, or Para)"
"138","B90625","LSLAT,INC","OLYMPIC TRANSPORTATION","187 AVENUE U","BROOKLYN","11223","718-236-7070","TLC-licensed base (FHV, Commuter Van, or Para)"
"139","B90627","ATLAS AMBULETTE INC",,"89-38 217 STREET","QUEENS VILLAGE","11427","718-776-3314","TLC-licensed base (FHV, Commuter Van, or Para)"
"140","B90628","ALLURE TRANSPORTATION INC",,"310 NORTHERN BOULEVARD SUITE D","GREAT NECK","11021","718-943-4040","TLC-licensed base (FHV, Commuter Van, or Para)"
"141","B90630","STERLING AMBULETTE INC",,"14 CORTLANDT STREET","MOUNT VERNON","10550","914-667-8176","TLC-licensed base (FHV, Commuter Van, or Para)"
"142","B90631","RYE AMBULETTE TRANSPORT INC",,"219 HARRISON AVENUE 2FL","HARRISON","10528","914-490-0939","TLC-licensed base (FHV, Commuter Van, or Para)"
"143","B90633","TEMANA ASSOCIATES INC",,"77-45 VLEIGH PLACE","FLUSHING","11367","718-701-2409","TLC-licensed base (FHV, Commuter Van, or Para)"
"144","B90634","MORNING STAR AMBULETTE SERVICES INC",,"8422 AVENUE J","BROOKLYN","11236","718-377-7782","TLC-licensed base (FHV, Commuter Van, or Para)"
"145","B90635","SOVEREIGN TRANSPORTATION INC",,"5905 A 11 AVENUE 1ST","BROOKLYN","11219","718-435-0700","TLC-licensed base (FHV, Commuter Van, or Para)"
"146","B90636","MOZART TRANSPORTATION CORP",,"2084 EAST 8 STREET","BROOKLYN","11223","718-676-2350","TLC-licensed base (FHV, Commuter Van, or Para)"
"147","B90637","GLOBAL LINE TRANSPORTATION, INC.",,"60 SAND LANE","STATEN ISLAND","10305","718-447-4400","TLC-licensed base (FHV, Commuter Van, or Para)"
"148","B90638","BRIDGE TRANSPORTATION SERVICES INC.",,"91-08 63 DRIVE","REGO PARK","11374","718-997-8787","TLC-licensed base (FHV, Commuter Van, or Para)"
"149","B90639","ACA TRANSPORTATION INC.",,"2410 65 STREET","BROOKLYN","11204","718-787-0410","TLC-licensed base (FHV, Commuter Van, or Para)"
"150","B90640","GREAT AMBULETTE SERVICE INC",,"1614 NEPTUNE AVENUE","BROOKLYN","11224","718-449-2600","TLC-licensed base (FHV, Commuter Van, or Para)"
"151","B90643","MR TRANSPORTATION INC","MARQUIS AMBULETTE","407 CENTRAL AVENUE","CEDARHURST","11516","516-569-2400","TLC-licensed base (FHV, Commuter Van, or Para)"
"152","B90644","ABA TRANSPORT CORP.",,"83-03 24 AVENUE","EAST ELMHURST","11370","718-505-3100","TLC-licensed base (FHV, Commuter Van, or Para)"
"153","B90647","APOLLO NY-CITY AMBULETTE INC.",,"196-30 42 AVENUE","FLUSHING","11358","718-224-3825","TLC-licensed base (FHV, Commuter Van, or Para)"
"154","B90648","MEGA LINE INC.",,"61-29 WOODHAVEN BOULEVARD","REGO PARK","11374","718-639-0200","TLC-licensed base (FHV, Commuter Van, or Para)"
"155","B90649","ALLURE TRANSPORTATION, INC.",,"505 BRIGHTON BEACH AVENUE","BROOKLYN","11235","718-648-2222","TLC-licensed base (FHV, Commuter Van, or Para)"
"156","B90650","JEWISH HOME LIFECARE TRANSP. SVCS LLC","JEWISH HOME LIFECARE","100 WEST KINGSBRIDGE ROAD","BRONX","10468","718-410-1241","TLC-licensed base (FHV, Commuter Van, or Para)"
"157","B90651","AFFORDABLE SENIOR CARE INC","ASC TRANSPORTATION","108-39 67 DRIVE","FOREST HILLS","11375","718-261-7399","TLC-licensed base (FHV, Commuter Van, or Para)"
"158","B90653","LAKEVILLE AMBULETTE TRANSPORTATION LLC",,"271-11 76 AVENUE","NEW HYDE PARK","11040","718-289-2235","TLC-licensed base (FHV, Commuter Van, or Para)"
"159","B90654","JAMES KUSI-APPOUH","TLC TRANSPORTATION","1432 ATLANTIC AVENUE #2B","BROOKLYN","11216","718-385-3585","TLC-licensed base (FHV, Commuter Van, or Para)"
