"16","B00853","SMITH LIMOUSINE CO INC",,"636 WEST   47 STREET","NEW YORK","10036","212-247-0711","TLC-licensed base (FHV, Commuter Van, or Para)"
"17","B01236","BLS LIMO SVC OF NY INC",,"18-20 STEINWAY STREET","ASTORIA","11105","718-746-4670","TLC-licensed base (FHV, Commuter Van, or Para)"
"18","B01349","CAPRICORN LIMO SVC INC",,"43-24 37 STREET","LIC","11101","718-729-3000","TLC-licensed base (FHV, Commuter Van, or Para)"
"19","B01413","SFL INC",,"526 WEST   53 STREET","NEW YORK","10019","212-397-0004","TLC-licensed base (FHV, Commuter Van, or Para)"
"20","B01549","CLS NEW YORK,LLC",,"225 MEADOWLAND PARKWAY","SECAUCUS","7096","201-784-1200","TLC-licensed base (FHV, Commuter Van, or Para)"
"21","B01644","MUSIC EXPRESS/N.Y. INC",,"475 BOULEVARD","ELMWOOD PARK","7407","800-421-9494","TLC-licensed base (FHV, Commuter Van, or Para)"
"22","B01671","NEW YORK KOKUSAI INC",,"104 EAST   40 STREET","NEW YORK","10016","212-808-0810","TLC-licensed base (FHV, Commuter Van, or Para)"
"23","B01693","ABT LIMOUSINE SERVICE INC",,"401 EAST   80 STREET","NEW YORK","10075","212-439-0950","TLC-licensed base (FHV, Commuter Van, or Para)"
"24","B01727","CHAUFFEUR SERVICES, INC.","NICE GUYS LIMO","622 WEST   57 STREET GARAGE","NEW YORK","10019","212-757-7788","TLC-licensed base (FHV, Commuter Van, or Para)"
"25","B01742","AVALON TRANSPORTATION, LLC",,"25-45 BORDEN AVENUE","LIC","11101","718-361-1555","TLC-licensed base (FHV, Commuter Van, or Para)"
"26","B01794","MIZUMA INTERNATIONAL INC",,"211 EAST   43 STREET STE#1103","NEW YORK","10017","212-922-0480","TLC-licensed base (FHV, Commuter Van, or Para)"
"27","B01800","EXEC-U-CAR LIMOUSINE INC.","EMPIRE INTERNATIONAL","225 MEADOWLANDS PARKWAY","SECAUCUS","7094","201-784-1200","TLC-licensed base (FHV, Commuter Van, or Para)"
"28","B01801","HENRY LIMOUSINE LTD",,"50-19 49 STREET","WOODSIDE","11377","888-546-6487","TLC-licensed base (FHV, Commuter Van, or Para)"
"29","B01804","GOLDCREST TRANSPORT LTD",,"50 COMMERCIAL STREET","PLAINVIEW","11803","516-822-5555","TLC-licensed base (FHV, Commuter Van, or Para)"
"30","B01818","TA-TA TRANSPORTATION, INC.",,"43-58 11 STREET","LIC","11101","718-786-8222","TLC-licensed base (FHV, Commuter Van, or Para)"
"31","B01834","WESTCHESTER ACQUISITION CORP","CARDINAL","18 ELMCROFT ROAD","STAMFORD","6902","914-381-3551","TLC-licensed base (FHV, Commuter Van, or Para)"
"32","B01839","P.V. WALSH INC.","CELEBRITY LIMOUSINE","41-37 24 STREET","LIC","11101","718-784-2900","TLC-licensed base (FHV, Commuter Van, or Para)"
"33","B01843","VINCENT'S LIMOUSINE SERVICE OF NEW YORK, INC.","VINCENT LIMOUSINE","42-06 BROADWAY","ASTORIA","11103","718-729-0900","TLC-licensed base (FHV, Commuter Van, or Para)"
"34","B01845","TS LIMO A LLC","LIMORES.NET","134 WEST   37 STREET 2 FL.","NEW YORK","10018","212-777-7979","TLC-licensed base (FHV, Commuter Van, or Para)"
"35","B01846","ROMANTIQUE LIMOUSINE INC.",,"1421 86 STREET","BROOKLYN","11228","718-232-7273","TLC-licensed base (FHV, Commuter Van, or Para)"
"36","B01849","JOE PAL LIMOUSINE LTD",,"76 SHORE ROAD","GLEN COVE","11542","800-564-1734","TLC-licensed base (FHV, Commuter Van, or Para)"
"37","B01851","A NEW HERITAGE LTD","A NEW HERITAGE LIMOUSINES","161 MARION STREET","STATEN ISLAND","10310","718-876-7676","TLC-licensed base (FHV, Commuter Van, or Para)"
"38","B01854","EUROPE LIMOUSINE SERVICE INC",,"471 NEVADA STREET","PARAMUS","7652","201-322-3000","TLC-licensed base (FHV, Commuter Van, or Para)"
"39","B01861","MAGIC LIMOUSINE, LLC",,"57-18 59 STREET","MASPETH","11378","718-326-1900","TLC-licensed base (FHV, Commuter Van, or Para)"
"40","B01871","ALPINE LIMOUSINE SERVICE, INC.",,"158 BERGEN TURNPIKE","RIDGEFIELD PARK","7660","201-373-9599","TLC-licensed base (FHV, Commuter Van, or Para)"
"41","B01876","QUALITY EXECUTIVE LIMOUSINE L.L.C",,"502 A SOUTHERN BOULEVARD","BRONX","10455","718-402-6200","TLC-licensed base (FHV, Commuter Van, or Para)"
"42","B01877","U.S.A. LIMO. INC.",,"1440 39 STREET","BROOKLYN","11218","718-438-1100","TLC-licensed base (FHV, Commuter Van, or Para)"
"43","B01892","U.S. LIMOUSINE SERVICE, LTD.",,"1827 GILFORD AVENUE","NEW HYDE PARK","11040","516-209-2802","TLC-licensed base (FHV, Commuter Van, or Para)"
"44","B01905","AIS LIMOUSINE SERVICE CO. INC.",,"640 SEAMAN AVENUE","BALDWIN","11510","516-771-2045","TLC-licensed base (FHV, Commuter Van, or Para)"
"45","B01907","BEN'S LUXURY CAR & LIMOUSINE SERVICE INC",,"50-19 49 STREET","WOODSIDE","11377","718-433-3737","TLC-licensed base (FHV, Commuter Van, or Para)"
"46","B01911","AMB LIMO, LLC","TOWN CAR LIMOUSINE SERVICE","134 WEST   37 STREET 2 FL.","NEW YORK","10018","212-873-4477","TLC-licensed base (FHV, Commuter Van, or Para)"
"47","B01912","CAR 24 TRANSPORTATION, INC",,"4 REGO COURT","HUNTINGTON STA.","11746","212-861-2424","TLC-licensed base (FHV, Commuter Van, or Para)"
"48","B01913","MIRAGE LIMOUSINE SERVICE INC",,"47-09 5 STREET","LIC","11101","718-937-6600","TLC-licensed base (FHV, Commuter Van, or Para)"
"49","B01923","AVID INTERNATIONAL, INC.",,"22 BUTLER STREET","ELIZABETH","7206","908-248-0208","TLC-licensed base (FHV, Commuter Van, or Para)"
"50","B01928","DISCOVER LIMO INC","INFINITY LIMO","6001 15 AVENUE","BROOKLYN","11219","718-851-7777","TLC-licensed base (FHV, Commuter Van, or Para)"
"51","B01932","REGENCY LIMOUSINE INTERNATIONAL INC.",,"83-03 24 AVENUE","ELMHURST","11370","718-507-4000","TLC-licensed base (FHV, Commuter Van, or Para)"
"52","B01938","ALL STAR LIMOUSINE SERVICE, LTD.",,"380 NEW HWAY","LINDENHURST","11757","631-753-1234","TLC-licensed base (FHV, Commuter Van, or Para)"
"53","B01943","3472 MILES INC","MILES PVT CAR SVC","3472 BAILEY AVENUE","BRONX","10463","718-884-8888","TLC-licensed base (FHV, Commuter Van, or Para)"
"54","B01944","DAG NETWORK TRANSPORTATION CORP",,"50 20 STREET","BROOKLYN","11232","212-279-1700","TLC-licensed base (FHV, Commuter Van, or Para)"
"55","B01946","MARATHON CAR & LIMOUSINE SVC. INC",,"6 SMITH STREET","NANUET","10954","845-627-6666","TLC-licensed base (FHV, Commuter Van, or Para)"
"56","B01957","ANIMO, INC","CHRIS & GINA LIMOUSINE","139 WOODRUFF LANE","STATEN ISLAND","10310","718-442-4636","TLC-licensed base (FHV, Commuter Van, or Para)"
"57","B01959","CHAMBERS FUNERAL SERVICE INC","R&K LIMOUSINE","4906 AVENUE D","BROOKLYN","11203","718-763-5701","TLC-licensed base (FHV, Commuter Van, or Para)"
"58","B01961","LITTLE NECK TRANS INC.,",,"0 39 RD & LITTLE NECK PKY","LITTLE NECK","11363","718-229-5454","TLC-licensed base (FHV, Commuter Van, or Para)"
"59","B01964","GOLDEN TOUCH TRANSPORTATION OF NY, INC.","GOLDEN TOUCH","109-15 14 AVENUE","COLLEGE POINT","11356","718-886-5204","TLC-licensed base (FHV, Commuter Van, or Para)"
"60","B01965","ALTOUR SERVICE, INC.",,"11-49 50 AVENUE","LIC","11101","718-729-4793","TLC-licensed base (FHV, Commuter Van, or Para)"
"61","B01969","A-PLUS WORLDWIDE LIMOS INC.",,"2803 BOSTON ROAD","BRONX","10469","718-655-6900","TLC-licensed base (FHV, Commuter Van, or Para)"
"62","B01970","GRAFE STREET SERVICE CORP.",,"461 KINGS HIGHWAY","BROOKLYN","11223","212-343-0300","TLC-licensed base (FHV, Commuter Van, or Para)"
"63","B01975","STARLIMO OF N.Y. CORP",,"424 WEST   54 STREET","NEW YORK","10019","212-586-6666","TLC-licensed base (FHV, Commuter Van, or Para)"
"64","B01976","PARTNERS DYNAMIC SECURITY TRANSPORTATION INC",,"44 F JERICHO TPKE","MINEOLA","11501","516-741-1515","TLC-licensed base (FHV, Commuter Van, or Para)"
"65","B01980","READY TO ROLL TRANSPORTATION, INC.",,"1850 AMSTERDAM AVENUE","NEW YORK","10031","212-714-1900","TLC-licensed base (FHV, Commuter Van, or Para)"
"66","B01989","ICS-NY, INC.",,"53 EAST   34 STREET","NEW YORK","10016","212-684-4636","TLC-licensed base (FHV, Commuter Van, or Para)"
"67","B02008","SCARSDALE TRIP SERVICE, INC.","RED OAK TRANSPORTATION","105 CORPORATE PARK DR.","WHITE PLAINS","10604","914-713-1111","TLC-licensed base (FHV, Commuter Van, or Para)"
"68","B02011","CARIZMA LIMOUSINE, LTD.",,"545 MEACHAM AVENUE","ELMONT","11003","516-825-3664","TLC-licensed base (FHV, Commuter Van, or Para)"
"69","B02016","PLANET LIMOUSINE LLC",,"202 JERICHO TURNPIKE","FLORAL PARK","11001","516-354-1616","TLC-licensed base (FHV, Commuter Van, or Para)"
"70","B02027","PARIS LIMOUSINE SERVICE, CORP",,"31-35 61 STREET","WOODSIDE","11377","718-396-1100","TLC-licensed base (FHV, Commuter Van, or Para)"
"71","B02053","GRANDEVILLE CLASSIC, INC.",,"1931 MOTT AVENUE STE.#412","FAR ROCKAWAY","11691","718-471-4200","TLC-licensed base (FHV, Commuter Van, or Para)"
"72","B02054","REGAL CARRIAGE LUX. CAR & LIMO. SVC INC.",,"18 WEST   33 STREET STE.#505","NEW YORK","10001","212-244-2424","TLC-licensed base (FHV, Commuter Van, or Para)"
"73","B02060","AMERICAN LIMOUSINE INC.","FLYTE TYME TRANSPORTATION","81 FRANKLIN TURNPIKE","MAHWAH","7430","201-529-1452","TLC-licensed base (FHV, Commuter Van, or Para)"
"74","B02061","ROYAL COACHMAN LTD.",,"88 FORD ROAD UNIT 26","DENVILE","7834","973-676-0200","TLC-licensed base (FHV, Commuter Van, or Para)"
"75","B02062","ABACUS INDUSTRIES, L.L.C.","C R A LIMOUSINE SERVICES","1117 GRAND STREET","BROOKLYN","11211","718-417-5555","TLC-licensed base (FHV, Commuter Van, or Para)"
"76","B02073","STARGATE LIMOUSINE, INC.",,"66 WEST MERRICK ROAD","VALLEY STREAM","10580","516-561-5245","TLC-licensed base (FHV, Commuter Van, or Para)"
"77","B02091","M. AMERICA CORP.","METRO AMERICA","52-01 METROPOLITAN AVENUE","RIDGEWOOD","11385","718-366-8808","TLC-licensed base (FHV, Commuter Van, or Para)"
"78","B02095","COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",,"49-29 30TH PLACE","LIC","11101","866-770-1677","TLC-licensed base (FHV, Commuter Van, or Para)"
"79","B02098","MCL LIMOUSINE SERVICES, INC.",,"33-38 FARRINGTON STREET #4A","FLUSHING","11354","718-886-4828","TLC-licensed base (FHV, Commuter Van, or Para)"
"80","B02099","SUNNY'S LIMOUSINE SERVICE INC","SSS LIMO SERVICE","43-12 36 STREET","LONG ISLAND CIT","11101","201-332-3346","TLC-licensed base (FHV, Commuter Van, or Para)"
"81","B02105","SHERYAR, INC.",,"60-01 31 AVENUE","WOODSIDE","11377","718-728-0777","TLC-licensed base (FHV, Commuter Van, or Para)"
"82","B02106","PERFECT LIMO SERVICE, INC.",,"13 WEST GRAND AVENUE","MONTVALE","7645","201-573-1321","TLC-licensed base (FHV, Commuter Van, or Para)"
"83","B02113","BER LIMOUSINE INC.",,"492 FRANKLYN AVENUE","NUTLEY","7110","212-647-8400","TLC-licensed base (FHV, Commuter Van, or Para)"
"84","B02120","BOSTON COACH-NEW JERSEY CORP","BOSTON COACH","780 DOWD AVENUE","ELIZABETH","7201","800-241-5475","TLC-licensed base (FHV, Commuter Van, or Para)"
"85","B02122","DK LIMOUSINE, INC.",,"90-10 LIBERTY AVENUE","OZONE PARK","11417","718-835-2960","TLC-licensed base (FHV, Commuter Van, or Para)"
"86","B02123","AVI BEST CARS TRANSPORTATION, INC.",,"26 PINE BOULEVARD STE #1","LAKEWOOD","8701","732-730-3644","TLC-licensed base (FHV, Commuter Van, or Para)"
"87","B02125","COAST TO COAST EXPRESS, INC.",,"142 5 STREET","BROOKLYN","11215","718-439-8484","TLC-licensed base (FHV, Commuter Van, or Para)"
"88","B02127","CONTINENTAL RIDE, INC.","I + I TRANSPORTATION","41-24 38 STREET","LIC","11101","201-567-6868","TLC-licensed base (FHV, Commuter Van, or Para)"
"89","B02131","OZOCAR TRANSPORTATION OF NEW YORK, LLC",,"1440 39 STREET","BROOKLYN","11218","718-438-1100","TLC-licensed base (FHV, Commuter Van, or Para)"
"90","B02132","D.WILTSHIRE STRETCH LIMO. INC.","D. WILTSHIRE STRETCH LIMO. INC.","1329 222ND STREET","BRONX","10469","718-231-2333","TLC-licensed base (FHV, Commuter Van, or Para)"
"91","B02134","CHAUFFEURED SVCS UNLIMITED, LLC",,"35-21 VERNON BOULEVARD","LIC","11106","212-245-4278","TLC-licensed base (FHV, Commuter Van, or Para)"
"92","B02142","ASCENT LIMOUSINE INC.",,"10 FULTON PLACE","FAIR LAWN","7410","201-538-9600","TLC-licensed base (FHV, Commuter Van, or Para)"
"93","B02143","BEST EXCEL LIMOUSINE INC","MAXIM LIMOUSINE","42-32 COLLEGE POINT B'LVD 2ND FL.","FLUSHING","11355","718-939-8289","TLC-licensed base (FHV, Commuter Van, or Para)"
"94","B02144","SILVER STAR LIMOUSINES, INC.",,"194 MILLER PLACE","HICKSVILLE","11801","516-454-0040","TLC-licensed base (FHV, Commuter Van, or Para)"
"95","B02147","MITA LIMOUSINE, INC.",,"303 5 AVENUE STE 1613/14","NEW YORK","10016","212-679-3939","TLC-licensed base (FHV, Commuter Van, or Para)"
"96","B02148","MAVRIK TRANS INC.",,"204 JERICHO TURNPIKE","FLORAL PARK","11001","516-488-4600","TLC-licensed base (FHV, Commuter Van, or Para)"
"97","B02149","LEEDS 1 LIMOUSINE INC.","LEEDS 1 LIMOUSINE INC.","649 MORGAN AVENUE STE 1R","BROOKLYN","11222","718-773-3199","TLC-licensed base (FHV, Commuter Van, or Para)"
"98","B02150","KCC ENTERPRISE USA, INC.",,"248-24 JERICHO TURNPIKE","FLORAL PARK","11001","516-775-6677","TLC-licensed base (FHV, Commuter Van, or Para)"
"99","B02152","KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.","35-42 UNION STREET #2B","FLUSHING","11354","718-539-5323","TLC-licensed base (FHV, Commuter Van, or Para)"
"100","B02153","INTERSTATE LIMO & CHAUFFER SVC CORP.",,"43 LESOIR AVENUE","FLORAL PARK","11001","516-775-7441","TLC-licensed base (FHV, Commuter Van, or Para)"
"101","B02155","ABA LUXURY CAR INC.",,"35-06 35 STREET","LIC","11106","718-729-9088","TLC-licensed base (FHV, Commuter Van, or Para)"
"102","B02157","REAGAN CONVEYANCE  CORP.",,"10 SECATOAG AVENUE","PT WASHINGTON","11050","516-861-2019","TLC-licensed base (FHV, Commuter Van, or Para)"
"103","B02158","TEINETCO INC.",,"261-2 SKIDMORE ROAD","DEER PARK","11729","631-243-3800","TLC-licensed base (FHV, Commuter Van, or Para)"
"104","B02160","12TH STREET LUXURY CARS, INC.",,"35-58 12 STREET","LIC","11106","718-932-5621","TLC-licensed base (FHV, Commuter Van, or Para)"
"105","B02165","MANHATTAN NOBLE LUXURY TRANS INC.",,"36-46 35 STREET","ASTORIA","11106","718-626-6253","TLC-licensed base (FHV, Commuter Van, or Para)"
"106","B02166","HEMPSTEAD TRANSPORTATION SERVICE INC",,"33 OLD MIDDLE COUNTRY ROAD","CORAM","11727","631-696-8000","TLC-licensed base (FHV, Commuter Van, or Para)"
"107","B02167","MADISON LIMOUSINE INC",,"18-31 COLLEGE POINT BOULEVARD","COLLEGE POINT","11356","718-767-9210","TLC-licensed base (FHV, Commuter Van, or Para)"
"108","B02171","ASTOR LIMOUSINE L.L.C.",,"99 GRAND STREET","MOONACHIE","7074","888-278-6799","TLC-licensed base (FHV, Commuter Van, or Para)"
"109","B02173","ADMIRE LLP LLC",,"2421 IORIO COURT STE B","UNION","7083","908-688-5777","TLC-licensed base (FHV, Commuter Van, or Para)"
"110","B02175","MURRAY'S LIMOUSINE SERVICE INC.",,"3580 OCEANSIDE ROAD STE #301","OCEANSIDE","11572","516-536-9600","TLC-licensed base (FHV, Commuter Van, or Para)"
"111","B02176","FOUTA LUXURY CARS INC.",,"739 MYRTLE AVENUE","BROOKLYN","11205","718-398-4011","TLC-licensed base (FHV, Commuter Van, or Para)"
"112","B02179","SONG LIMOUSINE, INC.",,"15 CUTTERMILL ROAD STE #110","GREAT NECK","11021","718-440-1311","TLC-licensed base (FHV, Commuter Van, or Para)"
"113","B02180","PEGASUS TRANSPORT SERVICE INC.",,"363 BARELL AVENUE","CARLSTADT","7072","201-867-1615","TLC-licensed base (FHV, Commuter Van, or Para)"
"114","B02184","DMCLS, INC.",,"10 WATERSIDE PLAZA","NEW YORK","10010","212-481-6365","TLC-licensed base (FHV, Commuter Van, or Para)"
"115","B02191","US LIMO SYSTEM INC",,"23-09 ASTORIA BOULEVARD","ASTORIA","11102","718-956-6600","TLC-licensed base (FHV, Commuter Van, or Para)"
"116","B02196","N & T DOUBLE DIAMOND LIMOUSINES, INC.",,"2021 CROPSEY AVENUE","BROOKLYN","11214","718-232-6565","TLC-licensed base (FHV, Commuter Van, or Para)"
"117","B02200","BCL NETWORK LLC",,"33-46 55 STREET","WOODSIDE","11377","718-424-7077","TLC-licensed base (FHV, Commuter Van, or Para)"
"118","B02202","SHERIF LIMO LLC",,"156 LOUIS AVENUE","ELMONT","11003","917-763-8311","TLC-licensed base (FHV, Commuter Van, or Para)"
"119","B02208","PARAMINT LUXURY CAR & LIMO SVC. INC.",,"35-53 STEINWAY STREET","ASTORIA","11101","718-361-1530","TLC-licensed base (FHV, Commuter Van, or Para)"
"120","B02214","SPIEGEL LIMOUSINE CORP.",,"35-17 41 STREET","LIC","11101","718-726-2600","TLC-licensed base (FHV, Commuter Van, or Para)"
"121","B02217","PCS LIMOUSINE INC.",,"60-60 FRESH POND ROAD","MASPETH","11378","718-821-9400","TLC-licensed base (FHV, Commuter Van, or Para)"
"122","B02218","NYC GREEN CAR, INC.",,"1440 39 STREET","BROOKLYN","11218","877-465-4927","TLC-licensed base (FHV, Commuter Van, or Para)"
"123","B02222","L & D LIMOUSINE SERVICE CORP.",,"724-726 GRAND STREET","JERSEY CITY","7304","201-536-9700","TLC-licensed base (FHV, Commuter Van, or Para)"
"124","B02223","NEW WORLD ENTERPRISES INC","NEW WORLD EMPIRE","11 GREENWOOD TRAIL","KINNELON","7405","973-842-0002","TLC-licensed base (FHV, Commuter Van, or Para)"
"125","B02231","DMT LIMOUSINE CORPORATION",,"154-16 BEECH AVENUE","FLUSHING","11355","212-444-8181","TLC-licensed base (FHV, Commuter Van, or Para)"
"126","B02234","ONE PLATINUM LIMOUSINE CORP",,"166-10 CROSS ISLAND PARKWAY","WHITESTONE","11357","718-279-1685","TLC-licensed base (FHV, Commuter Van, or Para)"
"127","B02236","P.R.S. TRANSPORTATION, INC.",,"35-56 10 STREET","LIC","11106","718-361-1534","TLC-licensed base (FHV, Commuter Van, or Para)"
"128","B02237","WILDEL LIMOUSINE INC.",,"32-20 35 STREET","ASTORIA","11106","347-229-2424","TLC-licensed base (FHV, Commuter Van, or Para)"
"129","B02240","NEW APPLE TRANS. INC.",,"36-12 UNION STREET 3 FL.","FLUSHING","11354","718-777-3333","TLC-licensed base (FHV, Commuter Van, or Para)"
"130","B02241","MARU & KITANO, INC.",,"33-70 PRINCE STREET #212","FLUSHING","11354","718-353-0181","TLC-licensed base (FHV, Commuter Van, or Para)"
"131","B02242","PARSA LIMOUSINE SVC. INC.",,"35-43 STEINWAY STREET","ASTORIA","11101","212-888-9600","TLC-licensed base (FHV, Commuter Van, or Para)"
"132","B02243","BARONAS LUXURY INC.",,"55-20 37 AVENUE","WOODSIDE","11377","718-424-4141","TLC-licensed base (FHV, Commuter Van, or Para)"
"133","B02251","NY METRO LIMOUSINE INC.",,"201 ROUTE 17","RUTHERFORD","7070","201-507-0220","TLC-licensed base (FHV, Commuter Van, or Para)"
"134","B02252","ASIANA LIMOUSINE INC.",,"746 4 AVENUE","BROOKLYN","11232","718-499-5466","TLC-licensed base (FHV, Commuter Van, or Para)"
"135","B02253","CRESTWOOD CAR & LIMO SVC,LTD",,"185-08 UNION TURNPIKE SUITE 108","FRESH MEADOWS","11366","718-454-2900","TLC-licensed base (FHV, Commuter Van, or Para)"
"136","B02255","ARABIAN TRAVEL TRANS. CORP.",,"50-22 23 STREET","LIC","11101","917-374-8689","TLC-licensed base (FHV, Commuter Van, or Para)"
"137","B02263","BASSETT INTERNATIONAL CORP.",,"48-08 70 STREET","WOODSIDE","11377","718-639-5466","TLC-licensed base (FHV, Commuter Van, or Para)"
"138","B02267","IFFY TOWNCAR SERVICE, INC.","ROSLYN LIMOUSINE","250-12 HILLSIDE AVENUE","BELLROSE","11426","516-484-3200","TLC-licensed base (FHV, Commuter Van, or Para)"
"139","B02270","PROFILE TRANSPORTATION, INC",,"272-280 SEIGEL STREET","BROOKLYN","11206","718-859-0900","TLC-licensed base (FHV, Commuter Van, or Para)"
"140","B02272","CLASSIC MANHATTAN STAR LIMO INC.",,"83-03 24 AVENUE","ELMHURST","11370","718-205-0600","TLC-licensed base (FHV, Commuter Van, or Para)"
"141","B02273","BENI'S LIMOUSINE SERVICE INC",,"36-01 36 AVENUE","ASTORIA","11106","888-464-2364","TLC-licensed base (FHV, Commuter Van, or Para)"
"142","B02274","COAM LIMO INC",,"146-02 34 AVENUE","FLUSHING","11354","718-888-0404","TLC-licensed base (FHV, Commuter Van, or Para)"
"143","B02275","EXCALIBUR EXECUTIVE CARS INC.",,"33 EAST MERRICK RD","VALLEY STREAM","11580","877-887-7060","TLC-licensed base (FHV, Commuter Van, or Para)"
"144","B02276","WATERFRONT EXECUTIVE TRANSPORTATION SERVICES",,"175 NEWARK AVENUE 3RD FLOOR","JERSEY CITY","7302","201-915-0080","TLC-licensed base (FHV, Commuter Van, or Para)"
"145","B02277","LIMO VISION, INC.",,"37-18 NORTHERN BOULEVARD SUITE 303","QUEENS","11101","646-420-0071","TLC-licensed base (FHV, Commuter Van, or Para)"
"146","B02280","TRI-STATE GROUND TRANSPORTATION LLC",,"712 THIRD AVENUE","BROOKLYN","11232","718-965-6150","TLC-licensed base (FHV, Commuter Van, or Para)"
"147","B02281","NATIONWIDE INTERNATIONAL CORP.",,"201 ROUTE 17 NORTH","RUTHERFORD","7070","201-933-8030","TLC-licensed base (FHV, Commuter Van, or Para)"
"148","B02285","VALERA GLOBAL, INC.",,"53-02 11 STREET","LIC","11101","718-433-1111","TLC-licensed base (FHV, Commuter Van, or Para)"
"149","B02287","ROAD NEW YORK ENTERPRISES, INC.",,"5 COURT SQUARE #203","LIC","11101","718-349-2359","TLC-licensed base (FHV, Commuter Van, or Para)"
"150","B02291","GREENLEAF LIMOUSINE INC.",,"11-17 43 AVENUE","LIC","11101","718-392-4393","TLC-licensed base (FHV, Commuter Van, or Para)"
"151","B02292","AGUILA CAR & LIMO CORPORATION",,"45-16 NATIONAL STREET #1F","CORONA","11368","718-393-3333","TLC-licensed base (FHV, Commuter Van, or Para)"
"152","B02294","AMERICAN LUXURY INC",,"8723 4 AVENUE 2ND FLOOR","BROOKLYN","11209","718-825-4099","TLC-licensed base (FHV, Commuter Van, or Para)"
"153","B02295","CPR TRANSPORTATION SERVICES, INC.",,"22-07 37 AVENUE","LIC","11101","718-766-9088","TLC-licensed base (FHV, Commuter Van, or Para)"
"154","B02296","AFFORDABLE LUXURY LIMOUSINE INC.","ALL TRANSPORTATION NETWORK","5450 ROUTE 9W","NEWBURGH","12550","845-565-2306","TLC-licensed base (FHV, Commuter Van, or Para)"
"155","B02297","AWEES CAR & LIMO, INC.",,"245-02 JERICHO TURNPIKE","FLORAL PARK","11001","718-790-0709","TLC-licensed base (FHV, Commuter Van, or Para)"
"156","B02298","NYG LIMOUSINE LLC",,"212-03 UNION TURNPIKE","OAKLAND GARDENS","11364","888-694-2008","TLC-licensed base (FHV, Commuter Van, or Para)"
"157","B02303","MINEOLA TRANSPORTATION INC.",,"1267 ATLANTIC AVENUE","BROOKLYN","11216","917-859-5195","TLC-licensed base (FHV, Commuter Van, or Para)"
"158","B02306","ACCUELIMO LUXURY LLC",,"47-16 48 AVENUE","WOODSIDE","11377","718-786-8877","TLC-licensed base (FHV, Commuter Van, or Para)"
"159","B02309","222 CAR & LIMO SERVICE INC.",,"222 HOYT STREET","BROOKLYN","11217","718-581-3592","TLC-licensed base (FHV, Commuter Van, or Para)"
"160","B02317","SINCERE LUXURY GROUP INC.",,"2914/28 STILLWELL AVENUE","BROOKLYN","11224","718-333-9888","TLC-licensed base (FHV, Commuter Van, or Para)"
"161","B02322","RED SKY LUXURY CORP",,"170 5 AVENUE","BROOKLYN","11217","347-529-5492","TLC-licensed base (FHV, Commuter Van, or Para)"
